Plot_ID,vol_cubft,ba_ac,crd,elev_min_3p2808plus_75FEET,elev_max_3p2808plus_75FEET,elev_ave_3p2808plus_75FEET,elev_stddev_3p2808plus_75FEET,elev_CV_3p2808plus_75FEET,elev_IQ_3p2808plus_75FEET,elev_AAD_3p2808plus_75FEET,elev_P01_3p2808plus_75FEET,elev_P05_3p2808plus_75FEET,elev_P10_3p2808plus_75FEET,elev_P20_3p2808plus_75FEET,elev_P25_3p2808plus_75FEET,elev_P30_3p2808plus_75FEET,elev_P40_3p2808plus_75FEET,elev_P50_3p2808plus_75FEET,elev_P60_3p2808plus_75FEET,elev_P70_3p2808plus_75FEET,elev_P75_3p2808plus_75FEET,elev_P80_3p2808plus_75FEET,elev_P90_3p2808plus_75FEET,elev_P95_3p2808plus_75FEET,elev_P99_3p2808plus_75FEET,First_cover_above6p5616_75FEET,all_cover_above6p5616_75FEET,all_1st_cover_above6p5616_75FEET,First_cover_above_mean_75FEET,all_cover_above_mean_75FEET,all_1st_cover_above_mean_75FEET
93_05,15976,266.0296338,45.01884612,3.29,256.47,95.4333,66.5115,0.6969,106.94,55.3499,3.96,10.02,17.34,37.668,46,51.95,66.04,76.76,90.69,117.896,152.94,169.11,202.66,219.3,243.2644,94.7035,89.762,162.867,37.7471,34.3416,62.3105
83_05,3224,53.75657816,9.073567156,3.46,234.85,92.8581,73.5387,0.7919,143.6725,67.685,5.9434,9.834,11.998,14.89,16.26,17.87,22.54,100.655,129.41,146.818,159.9325,168.812,191.613,204.642,227.6497,96.7702,90.9958,148.1366,48.1366,47.005,76.5217
81_02,21892.8,617.1488697,98.01835883,3.3,191.36,148.5042,31.8886,0.2147,26.79,20.3378,4.2044,110.98,122.066,134.452,139.07,142.592,149.41,154.63,159.624,164.08,165.86,168.744,177.52,182.122,186.88,77.3822,74.8618,97.1055,54.9949,47.0379,61.0143
83_12,11143.8,315.8199512,67.3840069,3.29,227.16,110.9364,60.3624,0.5441,112.21,55.0493,4.3264,23.87,34.966,46.63,51.65,56.696,72.276,124.79,143.982,158.254,163.86,168.494,184.618,196.636,216.762,99.7113,94.2512,163.2984,65.4998,52.7078,91.3208
81_25,19600.8,436.0020164,89.82326669,3.29,197.52,133.6758,39.2006,0.2933,49.94,30.5039,7.775,51.735,86.8,106.9,113.17,119.17,127.58,141.495,150.05,158.485,163.11,168.25,175.88,183.375,191.515,98.4212,94.0106,165.0161,70.0395,51.7375,90.8145
82_A16,17983.6,320.9599459,68.20485488,3.4,202.55,130.5168,50.6027,0.3877,45.33,38.4581,6.0516,13.467,30.31,104.824,118.955,126.612,138.91,147,152.77,160.13,164.285,168.19,177.77,184.506,194,99.7504,96.1905,166.3589,84.4023,65.8297,113.8508
83_02,11622.2,187.0264313,34.56400722,3.31,192.49,106.8265,65.0625,0.609,137.45,60.1799,4.4852,8.97,17.41,22.952,26.46,37.896,109.474,137.44,149.372,159.386,163.91,167.248,175.3,180.612,187.8148,98.9349,92.0988,157.0721,71.0924,57.7923,98.5633
82_01,25968,458.6559542,82.49313224,4.55,199.88,116.824,55.169,0.4722,81.9575,46.875,13.6888,19.04,22,50.54,80.43,95.94,115.23,134.74,146.74,157.757,162.3875,167.008,175.386,180.4855,189.7451,100,98.2897,173.5724,73.95,58.124,102.6428
73_19,13005.4,319.5811358,75.6523036,3.29,209.08,104.6093,61.0971,0.5841,110.99,56.1537,4.178,11.97,23.79,40.09,48.45,57.81,69.98,113.01,139.85,155.33,159.44,167,181.52,192.23,201.818,98.5144,93.877,160.9352,57.7448,49.4673,84.8027
81_07,30411.4,624.779013,137.9173487,4,211.63,134.8276,40.746,0.3022,48.225,32.4139,25.8348,50.707,70.292,103.864,114.545,121.168,136.044,146.25,152.922,158.824,162.77,166.85,179.344,185.996,199.9752,99.686,96.9754,148.6957,75.7005,58.9792,90.4348
81_29,30089.6,663.4166763,117.575531,3.33,222.63,133.1191,41.6542,0.3129,47.905,31.6573,9.1225,40.165,70.553,106.486,114.6375,122.916,133.922,141.37,148.496,157.02,162.5425,166.846,177.267,185.16,200.9423,99.5441,97.5894,144.5859,71.0486,59.9436,88.8108
91_21,21250.4,493.620572,101.2177742,3.31,211,118.7768,48.2356,0.4061,72.9075,40.063,8.1595,29.9255,51.504,78.292,86.48,93.416,105.37,120.62,135.02,151.22,159.3875,166.66,180.625,189.91,198.9704,98.5032,96.5629,133.1611,57.9473,49.8126,68.6921
91_10,25248.6,539.0414575,118.6507455,3.39,200.33,132.8161,41.1386,0.3097,45.94,31.4671,17.1644,40.528,72.464,106.156,115.58,120.706,132.02,140.77,148.748,157.342,161.52,166.604,178.636,186.812,195.3132,98.7923,94.0172,155.2067,73.5641,55.617,91.8143
82_28,35294.4,739.2643235,131.5728818,3.29,202.35,136.2754,43.4542,0.3189,36.4575,31.2668,5.59,14.842,79.647,113.528,125.9025,134.02,142.594,148.52,154.19,159.55,162.36,166.22,175.383,183.66,193.4055,97.581,92.8959,161.6441,88.3969,63.6192,110.7011
83_15,22039.6,452.822191,91.09873628,3.29,193.58,110.684,65.2111,0.5892,137.7625,57.7866,3.75,5.75,8.93,17.034,25.45,79.977,125.042,140.71,151.35,159.378,163.2125,166.22,173.853,178.873,187.1126,80.9662,82.0733,100.557,59.8014,58.405,71.5583
93_20,8035,146.1063137,36.47051714,3.29,209.63,82.2906,73.346,0.8913,141.66,70.4223,4.3964,7.61,10.55,15.232,17.41,19.94,25.888,33.75,126.164,149.77,159.07,165.88,185.674,194.958,205.8416,95.9865,92.6694,138.3184,38.6323,41.0395,61.2556
92_27,21675.2,492.7182367,98.45129877,3.29,217.63,125.9997,46.8178,0.3716,58.35,36.6399,4.8296,19.744,59.892,90.19,100.37,110.19,122.196,133.13,142.11,153.562,158.72,165.684,182.756,192.038,204.1644,93.9488,87.243,159.3419,63.7367,50.3628,91.9832
83_08,20182.8,414.9694896,87.73136187,3.43,209.91,103.2404,62.519,0.6056,120.43,56.9493,6.4096,15.68,21.458,31.696,37.45,43.286,73.43,117.73,135.61,152.05,157.88,165.532,180.97,189.338,205.8512,99.7357,97.3678,166.1759,56.8894,54.7666,93.4692
82_10,22851.8,526.9057467,112.3929446,3.46,211.11,116.5957,53.7053,0.4606,90.435,46.5677,5.5442,21.0425,37.351,60.092,70.3,80.303,108.508,129.025,145.66,156.329,160.735,164.94,178.589,191.7235,203.9772,98.4064,95.6619,143.9473,65.3386,54.7047,82.3169
63_07,9536,181.1547073,35.32070603,3.29,210.02,101.811,65.5941,0.6443,133.3025,59.0531,4.3302,7.46,11.024,18.624,26.1075,38.915,92.342,121.26,135.606,153.321,159.41,164.678,178.098,191.2805,204.3545,94.721,91.1407,133.0963,62.8556,54.5982,79.7319
82_24,6182.4,193.0037478,38.49489705,3.29,237.58,100.2902,57.9799,0.5781,91.56,47.4588,4.78,23.19,33.56,47.29,56.65,65.33,78.62,85.05,98.05,116.55,148.21,164.33,189.63,209.16,229.77,91.9521,79.9045,138.1758,34.3789,29.0692,50.2683
63_09,13408,488.9509435,91.92535614,3.42,209.32,94.8704,58.6533,0.6182,100.59,50.8778,5.1988,13.438,19.178,42.982,52.93,58.302,66.76,76.55,97.408,132.178,153.52,164.038,183.154,192.424,205.216,98.0117,94.5462,157.4906,45.4234,39.3085,65.4782
82_04,25555.8,512.4609652,96.87746214,3.4,207.47,107.1599,55.5027,0.5179,95.78,48.5435,5.36,15.534,24.5,47.242,63.04,71.246,90.724,112.8,133.91,149.952,158.82,163.608,172.922,183.97,196.5624,99.518,95.7584,156.3103,58.7642,51.1946,83.567
83_23,19470.4,378.9445843,63.84996071,3.29,245.44,103.4226,62.7226,0.6065,98.905,53.8998,3.9366,6.253,9.52,39.824,59.02,67.214,83.05,99.37,128.496,149.16,157.925,162.91,176.282,206.321,233.9854,91.975,90.0759,124.575,53.525,46.2943,64.025
82_03,22866.4,396.8734793,79.97720443,3.35,205.94,119.5089,47.2848,0.3957,69.685,39.5644,6.9772,30.5,47.77,76.292,86.425,96.902,114.136,128.91,143.24,151.97,156.11,162.434,173.074,179.514,194.2442,99.3417,94.6234,185.7171,76.8003,55.2394,108.4181
73_16,1698.4,38.61933731,9.318333988,3.31,204.69,96.0959,55.7661,0.5803,92.02,46.9615,5.44,14.18,27.2,44.5,52.81,60.36,72.73,87.15,97.94,130.5,144.83,162.27,178.6,193.8,201.86,98.3444,92.2868,155.0083,45.654,39.034,65.5629
81_22,19731.2,427.9237599,81.6516536,3.3,199.69,135.0855,33.2477,0.2461,37.93,24.3586,3.95,80.58,95.55,114.756,119.83,124.76,131.74,137.41,146.068,153.77,157.76,161.77,171.804,180.112,191.464,98.9691,88.6454,152.6605,67.293,48.7496,83.9541
83_11,9183.4,238.1750512,53.59923055,3.29,214.52,108.7933,56.3947,0.5184,89.955,49.0196,3.75,6.42,29.678,55.04,65.15,71.346,86.806,116.18,134.44,148.178,155.105,161.672,179.136,191.951,207.901,85.5756,86.2013,150.9237,54.5002,48.2819,84.5334
92_19,22240.2,586.2469422,138.6203884,3.96,248.27,114.7128,50.0637,0.4364,69.61,40.6157,35.0936,53.335,63.216,74.104,79.565,83.83,92.806,98.16,110.298,129.812,149.175,161.464,195.154,217.053,239.6438,99.9809,99.2349,150.8772,37.1472,35.8209,54.4622
81_21,21409.6,411.4975933,80.77218465,3.4,195.75,127.2388,40.0559,0.3148,51.77,31.932,13.6056,46.93,62.31,95.404,104.08,115.33,127.79,137.66,144.08,151.532,155.85,161.416,171.154,176.722,187.46,99.3724,97.225,160.437,74.5932,58.9097,97.2106
82_27,28453.2,498.3111444,100.6394364,3.75,221.21,128.3512,40.5072,0.3156,57.43,32.8652,41.4788,61.84,75.652,92.922,98.87,105.366,117.244,129.21,139.67,150.758,156.3,161.372,181.95,198.558,216.6752,99.8952,97.5934,173.1273,61.8125,49.8154,88.3709
93_18,8472.2,174.3173798,43.15018655,3.29,240.36,88.1955,64.9184,0.7361,77.7725,52.5166,3.626,5.535,11.765,34.77,44.9,49.86,59.02,69.225,81.23,101.025,122.6725,161.13,194.16,218.7575,235.8905,80.1197,74.8663,125.6947,31.2099,28.495,47.841
23_08,10090.6,282.3166104,62.95593303,3.3,241.58,70.2261,73.4904,1.0465,120.81,64.9105,3.9295,6.98,11.64,16.608,18.8,20.777,24.276,29.03,36.438,105.134,139.61,160.962,195.085,210.88,237.0842,93.5146,86.7945,118.5333,24.1956,28.0183,38.2639
83_29,14617.4,412.1228576,80.86421624,3.3,212.55,107.2395,54.8742,0.5117,90.4525,47.7412,4.693,13.27,25.465,52.88,63.355,71.025,89.72,113.62,133.77,148.13,153.8075,160.82,174.49,188.44,204.6555,98.6889,94.1822,165.5553,61.0039,50.6233,88.9867
81_26,30675,609.4803292,120.0131789,3.74,181.75,131.2834,35.7721,0.2725,40.5775,27.202,20.6278,48.0085,77.08,111.208,116.6125,121.409,133.21,139.825,147.52,153.58,157.19,160.3,167.094,171.337,176.5635,100,98.6378,143.471,78.4197,61.8086,89.9021
82_16,9487,179.0729658,36.39161888,3.31,199.52,119.911,46.2031,0.3853,60.63,37.0338,4.78,15.47,48.74,83.05,95.22,102.48,118.11,129.91,141.19,150.3,155.85,159.94,169.77,177.36,186.94,99.5135,96.6236,157.9716,71.4072,57.2279,93.5629
82_14,14802.8,411.6777986,90.46448203,3.29,194.63,113.1238,47.4862,0.4198,70.86,40.088,4.8156,21.8115,43.891,73.812,81.8,88.141,97.83,117.565,133.36,147.139,152.66,159.806,171.883,179.66,188.6633,96.9358,93.7774,158.284,57.0583,49.4428,83.4531
82_09,36899.8,724.0598875,129.5380761,3.31,230.02,123.6487,44.2476,0.3578,55.8275,34.7265,6.4025,36.7315,70.42,91.19,98.0175,103.62,114.26,125.33,135.33,149.422,153.845,158.814,178.221,192.6085,220.3718,96.2115,95.5968,150.0416,62.9892,49.7082,78.0183
53_03,2040.2,55.62626215,14.5697489,3.34,287.48,95.8578,77.3,0.8064,73.6,59.2095,4.5924,9.719,14.462,26.04,36.735,45.518,66.094,77.94,91.292,103.9,110.335,158.66,241.424,261.046,283.0832,99.118,94.8141,160.2536,45.0386,35.7143,60.3638
81_18,31586.6,627.7792341,124.140996,3.5,192.08,124.4153,38.9913,0.3134,53.47,31.3783,19.8569,49.5065,68.803,92.836,101.05,109.05,120.4,131.94,139.75,150.121,154.52,158.55,169.16,176.3245,186.4633,99.9784,98.4839,162.4973,71.3392,55.1562,91.0071
83_A10,19724,342.2036576,64.66478399,3.29,256.51,99.5606,65.9792,0.6627,88.315,53.2708,4.15,8.803,21.5,42.566,50.43,57.59,71.178,87.12,102.104,117.978,138.745,158.41,212.736,232.844,243.2154,95.8451,93.4101,154.2254,48.2394,41.3308,68.2394
82_30,9024,209.9474044,53.96249878,3.35,198.91,98.6532,56.1299,0.569,104.3475,50.0373,6.7763,16.219,22.718,39.962,46.855,53.43,76.14,99.675,123.794,144.339,151.2025,157.66,172.991,179.16,189.3422,99.7339,97.9589,159.0469,53.8703,50.7598,82.4141
43_28,11469.6,243.0645912,44.03352275,3.29,248.46,94.2268,68.0191,0.7219,110.73,59.5853,4.5,9.81,15.883,27.462,33.04,38.5,56.884,77.52,117.714,131.91,143.77,157.574,200.847,216.858,235.52,97.5182,94.5902,153.6642,49.781,43.5838,70.8029
81_20,23973.2,518.8126548,107.6014036,3.96,199.02,118.0545,43.7995,0.371,68.075,36.829,14.2072,34.612,55.42,74.33,84.795,94.964,114.518,128.82,141.566,148.52,152.87,157.52,165.97,176.193,185.4108,100,99.0868,170.9273,72.5385,56.1851,96.9209
82_08,15262.2,402.0208917,85.67008798,3.32,211.25,113.1735,50.0103,0.4419,73.4,41.792,7.9908,15.887,30.22,65.37,80.37,87.416,108.01,123.69,136.32,148.33,153.77,157.32,170.966,177.5,198.32,99.0566,97.1759,176.3973,74.9733,56.1679,101.958
81_12,19971.2,332.5013721,59.85107068,3.33,212.97,130.1324,35.4609,0.2725,43.155,27.6565,33.0336,66.428,87.272,100.008,110.33,114.542,125.04,134.11,140.94,148.91,153.485,157.16,172.428,187.012,203.8198,99.0154,96.009,136.3491,63.0921,52.0892,73.9755
81_04,29971.2,619.5966941,131.7151298,3.35,185.36,128.6154,35.1285,0.2731,43.64,27.6072,22.4304,61.34,77.44,102.114,108.94,116.3,127.98,136.11,144.02,149.359,152.58,156.94,168.603,175.363,182.1609,99.5666,94.6473,149.0938,74.0347,56.1364,88.4292
82_23,16580,271.3253992,60.1305254,3.29,227.86,114.0875,46.3189,0.406,67.48,37.6833,6.346,32.977,55.72,74.484,82.03,90.048,101.8,114.3,125.506,141.77,149.51,156.844,174.728,185.07,213.5806,98.7062,93.0008,179.434,62.6146,47.0942,90.8625
91_16,21524.4,406.4370111,90.60063499,3.69,200.77,124.1084,37.2694,0.3003,51.9225,29.7699,14.6361,56.093,71.184,91.66,100.6275,109.44,120.8,128.44,138,147.74,152.55,156.83,167.72,175.6585,190.8129,99.941,99.1417,158.3899,68.7703,55.9114,89.3247
81_16,19507.2,398.4560566,92.04135578,3.29,203.22,126.5486,36.0962,0.2852,47.9625,28.6372,28.167,66.973,79.424,97.236,104.1175,109.723,119.58,128.94,136.3,147.5,152.08,156.77,171.609,183.6105,197.8851,100,97.6592,152.7198,65.1386,51.5423,80.6021
81_A03,19335,373.2094323,81.02279198,3.41,187.11,125.8818,38.5439,0.3062,42.575,30.0749,17.7324,45.066,62.852,94.298,111.085,118.51,129.336,136.27,143.516,150.11,153.66,156.604,164.66,169.9805,178.5782,99.1118,96.2004,165.6697,82.0192,61.4567,105.8365
82_07,18119,367.5964533,80.10714068,3.34,212.13,117.2502,48.1791,0.4109,67.89,39.2539,5.1288,16.717,37.783,68.172,84.52,105.374,121.144,133.49,141.22,148.13,152.41,156.36,164.853,173.25,200.0842,99.2866,93.1377,182.4903,81.3446,60.1169,117.7907
81_28,31042,614.4597537,129.7519626,3.3,180.63,125.0676,38.7548,0.3099,45.94,30.2056,12.1,38.9075,61.185,97.44,106.61,118.255,127.48,136.845,142.63,150.245,152.55,156.05,163.965,167.805,175.005,99.3832,96.9361,171.9738,81.9584,60.8431,107.9414
72_12,10568,188.6578779,40.29685771,3.29,206.35,103.076,54.9836,0.5334,94.015,47.533,4.09,8.67,16.611,40.94,54.6975,69.559,94.436,116.18,128.49,140.389,148.7125,155.254,168.77,176.3605,196.5128,85.8052,82.5915,132.8771,55.0923,48.8032,78.5169
81_27,21766.4,363.0241269,78.29320818,3.32,187.07,124.5135,36.4809,0.293,45.845,28.51,8.7398,52.566,77.598,93.016,104.665,112.222,123.76,132.77,140.66,145.44,150.51,155.096,164.05,170.607,179.33,100,98.2225,171.0306,82.4822,58.4785,101.8261
81_15,17606.6,555.3559229,115.7272711,3.31,199.19,112.1119,39.0235,0.3481,67.07,33.8955,43.2398,60.206,67.26,76.94,80.565,83.75,89.842,106.01,121.58,138.08,147.635,155,167.258,176.041,191.387,99.8262,97.2853,125.8081,48.5401,44.4698,57.5078
82_A03,24284,509.8303176,110.7304146,3.29,204.8,120.721,39.7004,0.3289,51.76,31.754,6.5244,50.974,63.402,87.114,98.26,106.5,116.16,128.5,137.364,146.214,150.02,153.728,164.516,174.508,189.524,98.3579,96.1548,138.5905,67.2255,53.9046,77.6942
81_24,22396,500.5477839,100.9780322,3.55,184.94,117.2534,41.4253,0.3533,48.5,32.4311,12.06,28.22,44.2,87.62,99.44,106.62,117.36,126.58,133.63,142.8,147.94,153.16,162.33,168.63,177.03,99.8991,96.1613,179.9072,76.3163,57.9577,108.4325
81_30,15295.4,372.7303394,95.62046149,3.79,209.16,115.25,35.5755,0.3087,55.47,30.0096,40.8392,66.204,77.664,87.87,91,93.41,98.3,103.65,116.806,138.04,146.47,152.788,165.958,177.244,193.7252,99.8875,97.9816,158.3966,44.6414,39.7947,64.3319
81_14,20163,350.214719,78.24608929,3.31,183.75,127.4134,32.0699,0.2517,32.845,23.4669,19.4848,59.002,75.916,111.22,116.44,120.028,126.8,133.33,139.63,146.478,149.285,152.38,159.88,165.348,174.9442,99.9503,97.1077,162.8202,80.5024,57.698,96.7421
71_10,21533,442.3397434,110.1634349,3.6,201.08,115.5874,36.7728,0.3181,59.735,31.6387,45.1048,63.116,72.422,79.056,84.19,88.784,99.33,114.4,129.452,139.35,143.925,152.27,163.52,174.58,193.96,99.9741,99.4241,156.6502,55.4058,48.8234,76.9251
81_13,9994.4,319.4689984,61.41520218,3.43,188.66,130.9662,28.3402,0.2164,28.4,19.6496,14.6538,87.4315,102.678,115.952,119.87,123.44,128.858,133.395,138.94,145.219,148.27,152.196,160.116,168.979,179.3516,82.7504,77.9277,101.6294,51.7271,43.1284,56.2459
82_06,17827.6,362.6192105,88.88383112,3.29,177.19,122.362,45.5274,0.3721,31.55,34.6326,4.6566,14.9125,31.033,103.116,118.41,127.607,136.55,140.36,144.47,148.25,149.96,151.744,158.014,163,172.0236,97.9149,88.2301,137.2549,89.6161,65.7287,102.2508
72_05,11155.2,221.196597,52.42858933,3.33,180.27,112.9678,46.9661,0.4157,67.91,39.0329,6.07,16.245,38.09,60.88,79.59,100.56,119.26,129.285,136.86,143.5,147.5,151.61,161.325,168.1075,176.25,98.0757,94.8937,143.8193,74.7124,62.5035,94.7291
73_A02,7345.4,410.4700307,88.13997746,3.29,235.38,99.399,58.5901,0.5894,90.7725,48.416,4.76,15.249,27.905,39.13,45.595,57.249,82.736,99.1,111.26,126.056,136.3675,151.61,184.098,210.7285,230.027,92.6754,89.1743,144.4635,48.2118,45.1497,73.1431
72_23,22305.6,435.197856,87.09623903,3.3,173.47,113.2578,45.0226,0.3975,51.1975,35.6586,4.2321,16.0435,30.02,79.414,96,104.306,116.79,126.92,134.99,142.86,147.1975,151.606,159.006,163.373,167.8,93.2967,86.5381,154.2454,77.7243,56.1234,100.0344
81_09,22603.6,473.5130697,111.1941166,3.4,184.52,116.1609,41.6294,0.3584,81.01,36.2858,30.0105,45.8,52.06,61.95,67.51,95.565,123.26,133.63,140.32,146.175,148.52,151.32,157.395,161.55,174.0185,98.049,91.3412,152.3009,82.2659,59.6756,99.5022
71_06,20367.4,437.5680131,105.586465,4.5,199.66,124.1684,31.2796,0.2519,41.64,24.6107,35.3432,75.302,88.564,100.69,103.58,107.65,115.33,123.12,131.618,141.44,145.22,150.428,163.708,176.782,193.2748,100,97.0368,163.8379,60.2913,46.6992,78.8474
72_A04,23795,484.0596582,107.5150978,3.69,174.41,111.6494,43.67,0.3911,61.42,35.8161,7.38,22.665,37.24,73.51,85.405,96.9,111.51,123.8,132.5,143.1,146.825,150.13,157.75,163.595,170.642,98.5627,92.6658,160.6412,73.466,55.963,97.0149
71_25,8704,366.3485429,84.70869821,3.95,241.77,123.116,39.98,0.3247,36.095,30.4007,58.6579,75.8455,82.98,93.94,96.9475,99.94,106.932,112.815,119.434,127.693,133.0425,149.91,193.02,205.608,228.97,99.9742,98.0401,161.618,42.7759,34.6974,57.1982
72_20,8934.2,160.1151992,38.2890047,3.29,184.38,118.1096,40.2373,0.3407,42.69,30.1308,4.226,20.64,51.4,96.26,103.22,110.61,120.08,127.76,135.94,143.22,145.91,149.05,156.36,162.66,175.484,97.2148,92.6564,157.0805,76.745,58.4521,99.094
92_12,12971.2,351.941286,85.42726769,3.38,199.55,107.9892,44.1661,0.409,54.5175,34.6107,8.8993,26.853,47.132,75.596,81.915,88.163,98.368,107.13,114.586,128.657,136.4325,148.208,172.8,181.953,194.77,98.6923,95.0795,156.3547,60.1962,47.0427,77.36
73_22,10906.2,276.3122413,55.08133276,3.3,192.72,83.5532,59.7069,0.7146,123.445,54.4572,3.4118,4.34,8.592,16.278,19.785,24.182,57.774,88.33,115.924,135.742,143.23,147.618,159.66,167.269,182.615,64.9804,65.4674,79.9216,36.7059,36.5885,44.6667
73_01,13898,278.8700214,55.46330156,3.31,218.71,87.4525,60.4331,0.691,114.8275,53.8888,4.59,8.76,11.09,17.11,24.45,37.77,58.526,89.71,113.842,131.374,139.2775,147.52,166.687,183.75,204.5527,96.148,94.7719,139.6526,50.7553,49.4618,72.8852
71_05,20122.4,370.1594693,70.24156271,3.43,197.94,113.89,36.0286,0.3163,49.89,28.9705,13.8095,46.853,68.98,83.916,90.86,96.62,106.26,117.545,127.18,135.029,140.75,146.13,156.94,164.88,181.4087,100,98.898,170.265,71.0173,53.3536,91.8548
72_10,7813.2,173.4185353,41.47265311,3.3,212.58,99.1142,51.1763,0.5163,72.57,42.1085,6.9945,14.89,28.89,49.706,63.2,70.66,84.046,98.05,109.29,127.62,135.77,145.91,169.75,186.72,204.4013,99.1572,93.7698,143.3789,53.4415,46.5175,71.1276
63_28,11627.2,494.7079121,100.0931572,3.33,253.38,98.6484,64.0183,0.649,74.685,51.1358,4.911,25.1925,33.77,45.08,51.23,57.075,69.19,80.12,95.94,114.115,125.915,145.86,216.55,231.4225,244.5935,99.9106,97.6339,168.545,42.7847,38.3765,66.2493
71_28,19757,382.9069355,85.68009524,3.3,191.13,119.2022,36.5601,0.3067,36.48,27.3362,11.0306,29.141,66.828,97.778,105.76,110.55,121.318,127.87,133.22,139.5,142.24,145.83,156.02,164.639,181.7224,99.7981,95.2998,166.2359,84.4911,59.5045,103.7964
81_08,21175.2,521.1221618,115.6800592,5.92,217.52,125.6546,30.7649,0.2448,35.69,23.4614,51.2109,83.693,92.264,101.752,104.83,108.239,115.58,122.815,130.16,137.514,140.52,145.01,170.36,184.3745,209.7486,99.3925,96.3632,121.5371,49.4228,43.738,55.164
71_22,15818.4,292.6987016,70.04475377,3.38,182.57,120.9803,32.1968,0.2661,34.81,23.5984,6.444,63.34,81.91,102.47,107.05,112.22,120.4,126.69,133.1,139.08,141.86,144.82,153.77,161.58,174.376,99.7577,97.0797,157.0563,74.8637,58.1056,94.0036
73_30,8675,152.4335687,38.3527772,3.3,203.88,86.5312,57.4595,0.664,111.4775,50.0472,4.9482,8.43,11.38,16.342,25.4625,36.65,70.456,90.295,106.436,129.107,136.94,144.654,162.617,174.7985,195.5842,94.5736,91.9343,134.2193,57.8073,49.5575,72.3514
72_13,17754.8,348.4174662,84.78495465,3.38,169.02,117.2564,35.9043,0.3062,35.03,26.2364,7.9265,28.3925,67.935,99.55,105.5125,110.385,119.3,126.095,131.41,137.565,140.5425,144.47,153.05,158.49,164.819,99.3746,93.1263,141.6956,77.1022,58.6207,89.1939
73_17,6810.2,255.3194207,50.56242107,3.35,245.94,91.5615,53.8551,0.5882,87.26,44.8558,4.7596,14.906,23.172,38.318,45.31,50.97,72.934,87.83,104,122.236,132.57,144.404,159.994,181.126,228.3956,91.9407,88.6418,148.3556,52.9816,42.3235,70.8348
72_01,26802.2,526.8834937,97.22373465,3.32,184.52,109.6806,42.3429,0.3861,51.4725,33.5831,6.51,14.4975,36.245,80.062,88.9075,96.269,109.434,119.905,128.86,136.61,140.38,144.27,154.469,161.2145,173.4989,99.8987,96.1666,164.6011,73.2078,58.0809,99.4127
73_06,10747.8,246.6551698,55.98153822,3.35,230.16,87.098,56.9799,0.6542,89.995,48.0408,6.09,13.77,18.62,32.4,41.18,47.632,60.63,74.94,93.384,116.287,131.175,144.038,173.056,191.263,219.1949,99.0957,96.6082,171.3144,48.7277,42.481,75.3312
72_29,7103.2,519.4627899,86.13522767,3.29,201.71,104.4828,51.3609,0.4916,49.7875,40.2855,3.98,6.82,12.265,53.6,87.7125,96.099,106.76,114.94,125.26,133.345,137.5,143.596,162.528,176.6895,193.9708,54.5599,54.7511,71.5488,39.0494,35.8684,46.8729
71_23,13931.2,257.5927121,57.83321547,3.57,178.66,116.4028,33.0691,0.2841,38.765,25.624,22.3006,48.704,72.44,91.272,100.205,105.62,115.19,122.94,129.38,135.38,138.97,143.428,153.02,161.514,170.3728,98.8142,92.6968,153.1338,72.0309,54.2668,89.648
71_27,17498.4,443.652231,105.8924102,3.3,174.16,120.7542,30.8747,0.2557,28.78,21.4944,11.3424,39.2035,91.55,106.984,111.02,114.559,121.37,127.51,132.466,137.238,139.8,142.97,150.19,154.7945,163.3752,98.9776,95.3296,123.6908,68.7282,58.3317,75.6858
71_26,23040.8,504.1824321,107.6336178,3.35,175.74,117.8965,29.7861,0.2526,39.4975,23.2393,9.255,64.01,79.169,94.98,99.7225,106.377,116.4,123.66,130.05,135.937,139.22,142.812,151.256,156.1645,163.5718,98.877,92.2338,142.9443,70.8252,54.08,83.8135
71_01,27015.8,676.0899485,138.1333824,3.46,181.25,109.7467,36.4421,0.3321,60.905,31.1036,31.75,48.09,56.22,68.94,77.925,87.65,105.41,118.91,127.44,135.52,138.83,142.8,151.148,157.72,170.33,99.4735,97.6958,149.8444,69.9721,55.0765,84.4755
82_17,10039.6,260.1077316,66.84403055,3.3,206.13,99.8825,46.9597,0.4702,47.93,35.5085,4.65,14.244,35.15,63.624,74.4,81.426,92.272,98.62,104.3,113.66,122.33,142.178,171.27,182.822,199.8496,99.3935,95.9392,164.3596,59.2579,47.0637,80.6279
72_25,15062.4,337.7591766,76.14952745,3.29,193.94,107.4575,42.1946,0.3927,51.91,33.8096,6.2796,20.337,33.516,74.568,85.44,95.452,107.76,117.94,126.43,133.966,137.35,141.642,153.276,161.773,173.9406,98.8762,96.0081,166.813,74.3986,58.5043,101.6506
43_16,9260,210.6429181,61.0216887,3.52,216.94,88.6213,48.931,0.5521,61.01,39.3745,10.8848,34.009,41.808,50.65,55.2425,59.368,66.638,71.8,79.37,89.872,116.2525,140.36,174.66,185.1705,207.8626,99.8152,93.9701,137.1165,28.3549,29.1107,42.4769
71_A09,17013.6,417.7643028,107.5140357,3.4,172.21,105.7568,33.8927,0.3205,53.375,28.4466,29.1972,52.454,63.84,75.644,80.8725,85.437,93.208,102.94,114.206,127.809,134.2475,140.17,153.692,160.3555,167.5655,99.934,98.0436,129.0099,53.7954,45.9243,60.429
